(2, 528, 185, 79)
(5, 530, 188, 67)
(6, 528, 182, 71)
(11, 534, 192, 64)
(8, 528, 185, 69)
(7, 524, 187, 73)
(5, 526, 208, 72)
(18, 522, 180, 77)
(12, 511, 188, 98)
(18, 535, 182, 54)
(0, 517, 191, 84)
(10, 532, 185, 59)
(11, 537, 197, 59)
(7, 530, 182, 70)
(13, 540, 180, 64)
(6, 517, 186, 82)
(5, 531, 191, 62)
(4, 523, 169, 72)
