(931, 75, 226, 151)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1488, 177, 47, 42)
(1424, 90, 331, 272)
(1424, 90, 331, 272)
(1419, 199, 66, 39)
(1682, 216, 58, 40)
(1682, 216, 58, 40)
(1682, 216, 58, 40)
